timestamp,identity_id,resource,action
2024-12-23 15:52:00,EMP063,okta_users,MODIFY
2024-12-21 03:38:00,EMP063,dns.internal,EXECUTE
2024-12-19 23:51:00,EMP063,ad_groups,LIST
2024-12-25 01:58:00,EMP063,aws_s3_bucket,EXECUTE
2024-12-28 13:26:00,EMP063,financial-records,READ
2024-12-01 19:59:00,EMP064,firewall.rules,MODIFY
2024-12-10 12:03:00,EMP064,firewall.rules,DELETE
2024-12-19 10:34:00,EMP064,ad_groups,WRITE
2024-12-08 16:44:00,EMP064,hr_database.performance_reviews,WRITE
2024-12-13 21:46:00,EMP064,ad_groups,LIST
2024-12-03 18:32:00,EMP064,vpn.gateway,WRITE
2024-12-13 09:50:00,EMP064,production-secrets,WRITE
2024-12-16 10:05:00,EMP064,aws_iam,DELETE
2024-12-09 17:25:00,EMP064,ad_groups,READ
2024-12-25 16:27:00,EMP064,customer-data,MODIFY
2024-12-18 04:30:00,EMP064,aws_iam,WRITE
2024-12-19 12:41:00,EMP064,github.enterprise,WRITE
2024-12-08 23:33:00,EMP065,vpn.gateway,WRITE
2024-12-14 08:49:00,EMP065,aws_s3_bucket,EXECUTE
2024-12-04 18:05:00,EMP065,ssl.certificates,MODIFY
2024-12-12 13:23:00,EMP065,production-secrets,WRITE
2024-12-21 11:38:00,EMP065,hr_database.performance_reviews,READ
2024-12-20 05:22:00,EMP065,hr_database.salaries,LIST
2024-12-02 04:28:00,EMP065,vpn.gateway,WRITE
2024-12-05 21:23:00,EMP065,okta_apps,MODIFY
2024-12-02 03:47:00,EMP065,aws_s3_bucket,WRITE
2024-12-27 04:55:00,EMP065,vpn.gateway,EXECUTE
2024-12-26 10:44:00,EMP065,ad_users,READ
2024-12-01 14:30:00,EMP065,hr_database.salaries,EXECUTE
2024-12-07 23:34:00,EMP065,okta_apps,WRITE
2024-12-09 16:48:00,EMP065,confluence.wiki,DELETE
2024-12-05 19:46:00,EMP065,github.enterprise,MODIFY
2024-12-19 00:24:00,EMP065,ssl.certificates,MODIFY
2024-12-06 01:16:00,EMP065,jira.projects,READ
2024-12-23 06:50:00,EMP065,hr_database.salaries,DELETE
2024-12-21 01:29:00,EMP065,hr_database.employees,READ
2024-12-09 12:42:00,EMP065,aws_s3_bucket,MODIFY
2024-12-04 11:55:00,EMP065,ssl.certificates,READ
2024-12-08 20:24:00,EMP065,hr_database.salaries,LIST
2024-12-28 10:31:00,EMP066,aws_ec2,DELETE
2024-12-07 02:11:00,EMP066,confluence.wiki,DELETE
2024-12-23 17:59:00,EMP066,source-code,READ
2024-12-17 07:59:00,EMP066,ad_groups,EXECUTE
2024-12-24 15:25:00,EMP066,hr_database.performance_reviews,WRITE
2024-12-12 11:43:00,EMP066,ad_users,EXECUTE
2024-12-17 09:15:00,EMP066,firewall.rules,EXECUTE
2024-12-13 20:16:00,EMP066,ad_groups,READ
2024-12-05 08:14:00,EMP066,confluence.wiki,EXECUTE
2024-12-03 21:08:00,EMP066,customer-data,MODIFY
2024-12-20 16:43:00,EMP066,customer-data,MODIFY
2024-12-08 07:26:00,EMP066,ssl.certificates,DELETE
2024-12-20 13:19:00,EMP066,aws_iam,EXECUTE
2024-12-07 17:08:00,EMP066,source-code,MODIFY
2024-12-22 18:34:00,EMP066,aws_iam,WRITE
2024-12-23 09:44:00,EMP066,aws_iam,DELETE
2024-12-25 13:58:00,EMP066,aws_iam,WRITE
2024-12-06 18:58:00,EMP066,firewall.rules,EXECUTE
2024-12-24 17:34:00,EMP066,aws_s3_bucket,READ
2024-12-05 10:53:00,EMP066,okta_users,MODIFY
2024-12-14 10:56:00,EMP066,ad_users,LIST
2024-12-27 23:59:00,EMP067,source-code,MODIFY
2024-12-07 04:49:00,EMP067,hr_database.employees,READ
2024-12-25 05:01:00,EMP067,aws_iam,DELETE
2024-12-19 08:38:00,EMP067,vpn.gateway,DELETE
2024-12-08 19:14:00,EMP067,okta_groups,MODIFY
2024-12-23 11:05:00,EMP067,ad_users,LIST
2024-12-20 16:54:00,EMP067,aws_iam,LIST
2024-12-28 11:11:00,EMP067,firewall.rules,LIST
2024-12-06 15:08:00,EMP067,github.enterprise,WRITE
2024-12-25 01:26:00,EMP067,okta_groups,READ
2024-12-24 13:14:00,EMP067,hr_database.employees,MODIFY
2024-12-06 06:04:00,EMP067,okta_apps,LIST
2024-12-11 15:44:00,EMP067,vpn.gateway,LIST
2024-12-25 13:25:00,EMP067,okta_groups,READ
2024-12-13 23:20:00,EMP068,customer-data,DELETE
2024-12-17 19:34:00,EMP068,dns.internal,MODIFY
2024-12-15 16:06:00,EMP068,ad_groups,LIST
2024-12-18 07:33:00,EMP068,ad_groups,LIST
2024-12-17 17:24:00,EMP068,ad_groups,MODIFY
2024-12-15 06:18:00,EMP068,ad_groups,LIST
2024-12-06 09:29:00,EMP068,hr_database.salaries,LIST
2024-12-02 19:58:00,EMP068,hr_database.salaries,MODIFY
2024-12-27 04:29:00,EMP068,jira.projects,MODIFY
2024-12-17 02:46:00,EMP068,source-code,READ
2024-12-23 18:57:00,EMP068,okta_users,DELETE
2024-12-11 12:26:00,EMP068,aws_iam,LIST
2024-12-19 05:29:00,EMP068,ad_users,MODIFY
2024-12-09 14:05:00,EMP068,okta_apps,EXECUTE
2024-12-06 22:50:00,EMP068,firewall.rules,MODIFY
2024-12-23 02:07:00,EMP068,aws_ec2,LIST
2024-12-17 11:05:00,EMP068,firewall.rules,MODIFY
2024-12-17 23:50:00,EMP068,customer-data,DELETE
2024-12-13 12:35:00,EMP068,okta_users,READ
2024-12-28 10:36:00,EMP068,okta_users,MODIFY
2024-12-05 05:55:00,EMP068,aws_iam,WRITE
2024-12-10 13:19:00,EMP068,ad_groups,MODIFY
2024-12-06 09:40:00,EMP068,source-code,READ
2024-12-20 06:00:00,EMP068,aws_iam,EXECUTE
2024-12-16 15:54:00,EMP069,source-code,DELETE
2024-12-16 19:56:00,EMP069,ad_users,WRITE
2024-12-16 18:42:00,EMP069,okta_apps,LIST
2024-12-20 14:05:00,EMP069,production-secrets,DELETE
2024-12-18 07:56:00,EMP069,ad_users,EXECUTE
2024-12-27 17:52:00,EMP070,firewall.rules,WRITE
2024-12-02 05:09:00,EMP070,ad_groups,MODIFY
2024-12-28 01:09:00,EMP070,financial-records,READ
2024-12-20 18:53:00,EMP070,ssl.certificates,EXECUTE
2024-12-04 02:03:00,EMP070,hr_database.performance_reviews,LIST
2024-12-10 05:43:00,EMP070,okta_users,DELETE
2024-12-20 22:44:00,EMP070,ssl.certificates,DELETE
2024-12-24 05:29:00,EMP070,confluence.wiki,DELETE
2024-12-25 01:05:00,EMP070,financial-records,EXECUTE
2024-12-13 11:57:00,EMP070,hr_database.performance_reviews,READ
2024-12-10 17:04:00,EMP070,production-secrets,LIST
2024-12-28 03:44:00,EMP070,aws_iam,EXECUTE
2024-12-17 16:26:00,EMP070,hr_database.performance_reviews,WRITE
2024-12-04 19:03:00,EMP070,okta_apps,DELETE
2024-12-16 16:05:00,EMP070,firewall.rules,MODIFY
2024-12-14 22:18:00,EMP070,vpn.gateway,DELETE
2024-12-19 08:33:00,EMP070,hr_database.performance_reviews,DELETE
2024-12-19 04:39:00,EMP070,financial-records,LIST
2024-12-16 23:40:00,EMP070,jira.projects,LIST
2024-12-23 19:14:00,EMP070,okta_users,EXECUTE
2024-12-01 00:07:00,EMP070,okta_apps,LIST
2024-12-28 03:47:00,EMP070,firewall.rules,WRITE
2024-12-02 13:26:00,EMP070,vpn.gateway,EXECUTE
2024-12-21 17:51:00,EMP070,financial-records,WRITE
2024-12-10 06:44:00,EMP071,firewall.rules,EXECUTE
2024-12-17 09:19:00,EMP071,aws_s3_bucket,DELETE
2024-12-22 00:07:00,EMP071,hr_database.performance_reviews,EXECUTE
2024-12-19 12:46:00,EMP071,hr_database.performance_reviews,DELETE
2024-12-11 05:12:00,EMP071,ad_users,EXECUTE
2024-12-05 01:41:00,EMP072,github.enterprise,LIST
2024-12-28 20:29:00,EMP072,aws_iam,DELETE
2024-12-27 14:50:00,EMP072,hr_database.performance_reviews,LIST
2024-12-19 16:19:00,EMP072,ad_groups,MODIFY
2024-12-18 10:35:00,EMP072,ssl.certificates,READ
2024-12-11 18:43:00,EMP072,okta_apps,EXECUTE
2024-12-27 04:17:00,EMP072,aws_s3_bucket,READ
2024-12-18 12:40:00,EMP072,hr_database.performance_reviews,WRITE
2024-12-06 19:24:00,EMP072,dns.internal,DELETE
2024-12-28 09:45:00,EMP072,aws_ec2,EXECUTE
2024-12-03 08:26:00,EMP072,ad_groups,LIST
2024-12-27 11:28:00,EMP072,okta_groups,EXECUTE
2024-12-06 16:19:00,EMP072,okta_apps,READ
2024-12-07 01:49:00,EMP072,financial-records,READ
2024-12-26 16:01:00,EMP072,source-code,LIST
2024-12-11 04:12:00,EMP072,jira.projects,LIST
2024-12-11 09:49:00,EMP072,jira.projects,WRITE
2024-12-05 16:43:00,EMP072,aws_ec2,WRITE
2024-12-23 14:24:00,EMP072,ad_groups,DELETE
2024-12-02 00:19:00,EMP072,aws_ec2,MODIFY
2024-12-02 10:29:00,EMP073,aws_s3_bucket,READ
2024-12-10 21:47:00,EMP073,jira.projects,READ
2024-12-07 09:40:00,EMP073,dns.internal,EXECUTE
2024-12-09 06:18:00,EMP073,okta_apps,DELETE
2024-12-04 14:42:00,EMP073,hr_database.performance_reviews,EXECUTE
2024-12-04 05:17:00,EMP073,aws_iam,READ
2024-12-04 17:32:00,EMP073,vpn.gateway,WRITE
2024-12-11 11:35:00,EMP073,confluence.wiki,EXECUTE
2024-12-10 22:51:00,EMP073,aws_iam,DELETE
2024-12-10 05:04:00,EMP073,okta_groups,DELETE
2024-12-02 17:28:00,EMP073,hr_database.performance_reviews,WRITE
2024-12-22 15:57:00,EMP073,ad_users,READ
2024-12-03 12:03:00,EMP073,aws_ec2,LIST
2024-12-20 05:45:00,EMP073,customer-data,DELETE
2024-12-15 22:44:00,EMP073,firewall.rules,DELETE
2024-12-27 09:21:00,EMP073,financial-records,WRITE
2024-12-25 17:05:00,EMP073,ssl.certificates,LIST
2024-12-27 04:05:00,EMP073,dns.internal,MODIFY
2024-12-10 03:29:00,EMP073,source-code,MODIFY
2024-12-15 22:49:00,EMP073,firewall.rules,LIST
2024-12-28 07:09:00,EMP073,okta_groups,DELETE
2024-12-06 11:25:00,EMP073,hr_database.employees,MODIFY
2024-12-28 10:50:00,EMP073,ssl.certificates,EXECUTE
2024-12-03 15:01:00,EMP073,source-code,LIST
2024-12-28 15:29:00,EMP074,financial-records,WRITE
2024-12-19 11:38:00,EMP074,hr_database.salaries,WRITE
2024-12-27 03:25:00,EMP074,jira.projects,MODIFY
2024-12-21 10:35:00,EMP074,aws_ec2,READ
2024-12-13 17:29:00,EMP074,hr_database.salaries,DELETE
2024-12-08 07:39:00,EMP074,production-secrets,DELETE
2024-12-03 15:24:00,EMP074,okta_users,EXECUTE
2024-12-14 22:37:00,EMP074,okta_apps,LIST
2024-12-08 17:44:00,EMP075,hr_database.performance_reviews,WRITE
2024-12-24 21:04:00,EMP075,ssl.certificates,MODIFY
2024-12-19 15:07:00,EMP075,dns.internal,DELETE
2024-12-04 10:35:00,EMP075,source-code,LIST
2024-12-03 09:25:00,EMP075,okta_users,DELETE
2024-12-20 21:52:00,EMP075,aws_ec2,LIST
2024-12-22 15:41:00,EMP075,hr_database.performance_reviews,READ
2024-12-05 06:52:00,EMP075,aws_s3_bucket,DELETE
2024-12-05 00:48:00,EMP075,firewall.rules,MODIFY
2024-12-10 14:34:00,EMP075,aws_iam,LIST
2024-12-07 18:28:00,EMP075,vpn.gateway,WRITE
2024-12-19 10:19:00,EMP075,ssl.certificates,MODIFY
2024-12-12 13:45:00,EMP075,hr_database.salaries,READ
2024-12-17 00:39:00,EMP075,dns.internal,LIST
2024-12-12 09:03:00,EMP075,aws_iam,DELETE
2024-12-18 00:45:00,EMP075,ad_groups,EXECUTE
2024-12-01 09:55:00,EMP075,aws_ec2,WRITE
2024-12-13 22:37:00,EMP075,production-secrets,MODIFY
2024-12-13 22:24:00,EMP075,hr_database.performance_reviews,LIST
2024-12-22 17:13:00,EMP075,production-secrets,WRITE
2024-12-18 04:12:00,EMP075,github.enterprise,LIST
2024-12-10 13:09:00,EMP075,financial-records,MODIFY
2024-12-03 04:00:00,EMP075,aws_iam,MODIFY
2024-12-16 23:56:00,EMP076,aws_iam,MODIFY
2024-12-05 04:05:00,EMP076,production-secrets,MODIFY
2024-12-26 14:57:00,EMP076,production-secrets,MODIFY
2024-12-06 13:39:00,EMP076,vpn.gateway,LIST
2024-12-27 13:35:00,EMP076,jira.projects,LIST
2024-12-14 07:11:00,EMP077,financial-records,DELETE
2024-12-28 18:31:00,EMP077,ad_users,MODIFY
2024-12-09 22:32:00,EMP077,okta_groups,LIST
2024-12-02 18:23:00,EMP077,confluence.wiki,READ
2024-12-12 15:45:00,EMP077,dns.internal,READ
2024-12-03 15:44:00,EMP077,dns.internal,WRITE
2024-12-17 08:29:00,EMP077,jira.projects,READ
2024-12-08 19:05:00,EMP077,jira.projects,LIST
2024-12-22 23:42:00,EMP077,firewall.rules,READ
2024-12-26 20:34:00,EMP077,ssl.certificates,DELETE
2024-12-11 19:03:00,EMP077,hr_database.salaries,DELETE
2024-12-17 15:29:00,EMP077,ad_users,LIST
2024-12-14 23:21:00,EMP077,dns.internal,EXECUTE
2024-12-02 09:10:00,EMP077,hr_database.salaries,MODIFY
2024-12-24 23:19:00,EMP077,vpn.gateway,DELETE
2024-12-16 01:40:00,EMP077,hr_database.employees,DELETE
2024-12-22 18:03:00,EMP077,okta_users,EXECUTE
2024-12-03 09:31:00,EMP078,ad_users,WRITE
2024-12-26 02:54:00,EMP078,jira.projects,EXECUTE
2024-12-09 04:39:00,EMP078,hr_database.employees,EXECUTE
2024-12-04 00:47:00,EMP078,hr_database.employees,DELETE
2024-12-05 18:47:00,EMP078,okta_users,MODIFY
2024-12-06 11:51:00,EMP078,source-code,EXECUTE
2024-12-26 15:11:00,EMP078,okta_groups,DELETE
2024-12-05 10:05:00,EMP078,ad_groups,DELETE
2024-12-14 15:48:00,EMP078,aws_iam,LIST
2024-12-24 21:28:00,EMP078,okta_groups,MODIFY
2024-12-24 06:36:00,EMP078,okta_users,EXECUTE
2024-12-25 20:16:00,EMP078,ad_groups,READ
2024-12-13 05:29:00,EMP078,ad_groups,LIST
2024-12-25 15:47:00,EMP078,hr_database.salaries,DELETE
2024-12-23 12:43:00,EMP078,okta_groups,LIST
2024-12-17 08:09:00,EMP078,github.enterprise,LIST
2024-12-26 09:59:00,EMP078,ad_users,LIST
2024-12-17 21:20:00,EMP078,customer-data,MODIFY
2024-12-18 03:58:00,EMP078,ad_groups,MODIFY
2024-12-21 13:39:00,EMP078,financial-records,EXECUTE
2024-12-26 08:17:00,EMP078,hr_database.performance_reviews,READ
2024-12-13 20:37:00,EMP078,hr_database.employees,LIST
2024-12-24 23:15:00,EMP078,ssl.certificates,MODIFY
2024-12-11 06:33:00,EMP078,dns.internal,MODIFY
2024-12-22 17:00:00,EMP079,hr_database.performance_reviews,READ
2024-12-04 00:26:00,EMP079,aws_s3_bucket,DELETE
2024-12-12 21:28:00,EMP079,aws_ec2,WRITE
2024-12-02 08:12:00,EMP079,hr_database.salaries,READ
2024-12-20 02:03:00,EMP079,vpn.gateway,MODIFY
2024-12-04 19:40:00,EMP079,okta_apps,MODIFY
2024-12-20 02:54:00,EMP079,aws_ec2,WRITE
2024-12-21 21:48:00,EMP079,customer-data,DELETE
2024-12-06 03:44:00,EMP079,okta_users,EXECUTE
2024-12-03 14:42:00,EMP079,hr_database.salaries,MODIFY
2024-12-22 13:44:00,EMP080,hr_database.employees,EXECUTE
2024-12-03 05:49:00,EMP080,hr_database.employees,EXECUTE
2024-12-11 12:24:00,EMP080,ad_groups,READ
2024-12-15 08:11:00,EMP080,hr_database.employees,READ
2024-12-13 06:39:00,EMP080,github.enterprise,WRITE
2024-12-05 15:06:00,EMP080,firewall.rules,DELETE
2024-12-21 06:39:00,EMP080,production-secrets,READ
2024-12-04 22:16:00,EMP080,source-code,READ
2024-12-24 02:36:00,EMP080,aws_s3_bucket,EXECUTE
2024-12-16 00:57:00,EMP080,source-code,WRITE
2024-12-02 20:00:00,EMP080,firewall.rules,MODIFY
2024-12-23 08:09:00,EMP080,customer-data,EXECUTE
2024-12-17 18:00:00,EMP080,customer-data,MODIFY
2024-12-13 15:27:00,EMP080,github.enterprise,MODIFY
2024-12-01 17:14:00,EMP080,aws_s3_bucket,LIST
2024-12-18 03:36:00,EMP080,github.enterprise,EXECUTE
2024-12-13 21:19:00,EMP080,hr_database.performance_reviews,READ
2024-12-12 20:05:00,EMP080,firewall.rules,DELETE
2024-12-15 02:53:00,EMP080,hr_database.performance_reviews,EXECUTE
2024-12-02 05:35:00,EMP081,okta_apps,LIST
2024-12-23 06:19:00,EMP081,ssl.certificates,LIST
2024-12-12 20:44:00,EMP081,aws_ec2,LIST
2024-12-24 20:28:00,EMP081,aws_s3_bucket,WRITE
2024-12-01 01:12:00,EMP081,aws_iam,MODIFY
2024-12-13 07:31:00,EMP081,dns.internal,READ
2024-12-16 20:19:00,EMP081,confluence.wiki,DELETE
2024-12-11 00:02:00,EMP081,source-code,READ
2024-12-13 23:02:00,EMP081,hr_database.performance_reviews,READ
2024-12-17 20:42:00,EMP081,okta_apps,LIST
2024-12-24 17:09:00,EMP081,ssl.certificates,DELETE
2024-12-24 02:02:00,EMP081,okta_groups,WRITE
2024-12-16 20:01:00,EMP081,github.enterprise,DELETE
2024-12-21 07:44:00,EMP081,ad_groups,WRITE
2024-12-02 05:40:00,EMP081,ad_users,EXECUTE
2024-12-06 14:39:00,EMP081,aws_ec2,DELETE
2024-12-16 03:07:00,EMP081,aws_s3_bucket,DELETE
2024-12-26 07:04:00,EMP081,vpn.gateway,WRITE
2024-12-27 10:51:00,EMP081,production-secrets,MODIFY
2024-12-04 12:20:00,EMP081,ssl.certificates,MODIFY
2024-12-11 17:08:00,EMP081,dns.internal,WRITE
2024-12-11 18:11:00,EMP081,ad_groups,READ
2024-12-25 08:09:00,EMP081,aws_ec2,LIST
2024-12-18 22:23:00,EMP081,okta_users,WRITE
2024-12-19 07:59:00,EMP081,source-code,READ
2024-12-13 20:39:00,EMP082,aws_ec2,WRITE
2024-12-01 15:05:00,EMP082,ad_users,READ
2024-12-21 02:45:00,EMP082,okta_users,DELETE
2024-12-26 13:44:00,EMP082,hr_database.salaries,LIST
2024-12-21 06:09:00,EMP082,aws_iam,EXECUTE
2024-12-08 14:26:00,EMP082,jira.projects,WRITE
2024-12-20 22:02:00,EMP082,vpn.gateway,WRITE
2024-12-21 19:05:00,EMP082,github.enterprise,EXECUTE
2024-12-18 13:00:00,EMP082,financial-records,WRITE
2024-12-20 16:06:00,EMP083,aws_ec2,EXECUTE
2024-12-15 16:14:00,EMP083,confluence.wiki,MODIFY
2024-12-02 06:17:00,EMP083,ssl.certificates,WRITE
2024-12-28 04:43:00,EMP083,aws_ec2,LIST
2024-12-22 05:10:00,EMP083,github.enterprise,READ
2024-12-10 20:23:00,EMP083,ad_groups,WRITE
2024-12-20 08:21:00,EMP083,production-secrets,LIST
2024-12-02 03:47:00,EMP083,ad_groups,DELETE
2024-12-01 05:50:00,EMP083,okta_users,LIST
2024-12-08 03:04:00,EMP083,jira.projects,MODIFY
2024-12-11 18:37:00,EMP083,source-code,LIST
2024-12-25 10:14:00,EMP084,ssl.certificates,READ
2024-12-08 07:06:00,EMP084,hr_database.performance_reviews,MODIFY
2024-12-08 06:24:00,EMP084,production-secrets,READ
2024-12-02 18:31:00,EMP084,github.enterprise,LIST
2024-12-20 06:59:00,EMP084,aws_iam,LIST
2024-12-05 12:23:00,EMP084,okta_users,LIST
2024-12-09 20:22:00,EMP084,okta_apps,WRITE
2024-12-23 04:02:00,EMP084,hr_database.performance_reviews,DELETE
2024-12-04 08:08:00,EMP084,ad_groups,LIST
2024-12-25 13:10:00,EMP084,source-code,EXECUTE
2024-12-06 09:38:00,EMP084,okta_groups,MODIFY
2024-12-28 18:35:00,EMP085,okta_users,WRITE
2024-12-17 13:54:00,EMP085,aws_s3_bucket,LIST
2024-12-27 18:30:00,EMP085,okta_apps,LIST
2024-12-14 00:46:00,EMP085,hr_database.employees,MODIFY
2024-12-14 07:20:00,EMP085,okta_groups,DELETE
2024-12-19 18:09:00,EMP085,okta_groups,READ
2024-12-16 01:02:00,EMP085,production-secrets,MODIFY
2024-12-17 01:27:00,EMP085,jira.projects,LIST
2024-12-04 22:52:00,EMP085,github.enterprise,LIST
2024-12-18 07:05:00,EMP085,github.enterprise,READ
2024-12-12 06:08:00,EMP085,production-secrets,EXECUTE
2024-12-01 20:05:00,EMP085,okta_groups,LIST
2024-12-23 09:10:00,EMP085,ssl.certificates,LIST
2024-12-01 23:37:00,EMP085,dns.internal,LIST
2024-12-23 04:55:00,EMP085,source-code,LIST
2024-12-15 11:40:00,EMP085,okta_users,MODIFY
2024-12-21 00:55:00,EMP085,firewall.rules,READ
2024-12-17 22:21:00,EMP085,customer-data,READ
2024-12-09 13:48:00,EMP085,hr_database.salaries,MODIFY
2024-12-26 17:36:00,EMP085,vpn.gateway,WRITE
2024-12-11 02:39:00,EMP085,ssl.certificates,MODIFY
2024-12-22 16:58:00,EMP085,ad_groups,EXECUTE
2024-12-12 03:24:00,EMP085,ad_groups,LIST
2024-12-12 01:23:00,EMP085,vpn.gateway,WRITE
2024-12-18 22:04:00,EMP086,confluence.wiki,MODIFY
2024-12-08 04:21:00,EMP086,okta_apps,DELETE
2024-12-24 20:30:00,EMP086,aws_ec2,DELETE
2024-12-08 23:48:00,EMP086,okta_apps,EXECUTE
2024-12-22 08:32:00,EMP086,financial-records,LIST
2024-12-12 01:04:00,EMP086,hr_database.employees,EXECUTE
2024-12-17 15:32:00,EMP086,source-code,READ
2024-12-22 22:34:00,EMP086,github.enterprise,DELETE
2024-12-12 14:39:00,EMP086,hr_database.salaries,MODIFY
2024-12-15 06:57:00,EMP086,aws_s3_bucket,READ
2024-12-06 12:57:00,EMP086,aws_s3_bucket,EXECUTE
2024-12-09 03:10:00,EMP086,aws_s3_bucket,READ
2024-12-28 15:09:00,EMP086,aws_iam,WRITE
2024-12-10 20:01:00,EMP086,jira.projects,LIST
2024-12-05 17:59:00,EMP086,ssl.certificates,LIST
2024-12-24 13:28:00,EMP086,financial-records,MODIFY
2024-12-03 09:12:00,EMP086,ad_users,READ
2024-12-11 16:41:00,EMP086,okta_groups,LIST
2024-12-21 10:41:00,EMP086,dns.internal,EXECUTE
2024-12-23 18:42:00,EMP086,github.enterprise,DELETE
2024-12-10 14:29:00,EMP086,confluence.wiki,DELETE
2024-12-26 09:10:00,EMP086,aws_iam,EXECUTE
2024-12-10 15:23:00,EMP086,okta_groups,READ
2024-12-15 11:18:00,EMP086,aws_iam,WRITE
2024-12-18 05:45:00,EMP086,vpn.gateway,EXECUTE
2024-12-22 22:44:00,EMP087,okta_users,WRITE
2024-12-02 07:07:00,EMP087,okta_users,EXECUTE
2024-12-09 04:28:00,EMP087,dns.internal,EXECUTE
2024-12-23 06:35:00,EMP087,okta_users,READ
2024-12-05 10:22:00,EMP087,ssl.certificates,EXECUTE
2024-12-18 17:10:00,EMP087,source-code,EXECUTE
2024-12-16 00:25:00,EMP087,aws_ec2,WRITE
2024-12-01 10:09:00,EMP087,source-code,MODIFY
2024-12-21 16:21:00,EMP087,confluence.wiki,MODIFY
2024-12-10 15:57:00,EMP087,hr_database.salaries,DELETE
2024-12-15 23:58:00,EMP088,dns.internal,EXECUTE
2024-12-02 23:30:00,EMP088,aws_ec2,WRITE
2024-12-10 17:07:00,EMP088,ssl.certificates,READ
2024-12-08 19:53:00,EMP088,customer-data,LIST
2024-12-02 02:20:00,EMP088,financial-records,DELETE
2024-12-17 06:37:00,EMP088,firewall.rules,WRITE
2024-12-03 06:01:00,EMP088,hr_database.employees,DELETE
2024-12-03 21:42:00,EMP088,source-code,DELETE
2024-12-11 06:31:00,EMP088,customer-data,DELETE
2024-12-22 01:58:00,EMP089,jira.projects,EXECUTE
2024-12-28 04:45:00,EMP089,customer-data,LIST
2024-12-01 12:23:00,EMP089,financial-records,EXECUTE
2024-12-15 11:19:00,EMP089,financial-records,DELETE
2024-12-15 06:46:00,EMP089,aws_s3_bucket,MODIFY
2024-12-06 14:18:00,EMP089,production-secrets,MODIFY
2024-12-14 23:57:00,EMP089,production-secrets,WRITE
2024-12-05 19:05:00,EMP089,dns.internal,WRITE
2024-12-17 15:55:00,EMP089,hr_database.salaries,EXECUTE
2024-12-13 18:48:00,EMP089,aws_s3_bucket,READ
2024-12-09 13:40:00,EMP089,ad_users,LIST
2024-12-23 17:29:00,EMP089,okta_users,DELETE
2024-12-27 06:11:00,EMP089,aws_iam,LIST
2024-12-02 17:31:00,EMP089,hr_database.salaries,EXECUTE
2024-12-18 09:31:00,EMP089,dns.internal,MODIFY
2024-12-26 07:01:00,EMP089,source-code,READ
2024-12-21 08:19:00,EMP089,aws_iam,MODIFY
2024-12-22 03:41:00,EMP089,github.enterprise,EXECUTE
2024-12-23 05:31:00,EMP089,production-secrets,MODIFY
2024-12-25 00:07:00,EMP089,okta_groups,EXECUTE
2024-12-24 02:38:00,EMP089,github.enterprise,EXECUTE
2024-12-14 15:36:00,EMP089,dns.internal,EXECUTE
2024-12-23 21:30:00,EMP089,firewall.rules,READ
2024-12-19 16:46:00,EMP089,financial-records,READ
2024-12-05 18:03:00,EMP090,okta_users,EXECUTE
2024-12-12 22:08:00,EMP090,source-code,WRITE
2024-12-14 08:23:00,EMP090,ad_groups,MODIFY
2024-12-10 01:18:00,EMP090,financial-records,DELETE
2024-12-07 02:32:00,EMP090,firewall.rules,MODIFY
2024-12-25 03:38:00,EMP090,okta_users,WRITE
2024-12-11 10:55:00,EMP090,confluence.wiki,MODIFY
2024-12-23 08:43:00,EMP090,hr_database.salaries,MODIFY
2024-12-19 03:34:00,EMP090,financial-records,EXECUTE
2024-12-17 00:08:00,EMP090,aws_iam,EXECUTE
2024-12-11 15:26:00,EMP090,financial-records,WRITE
2024-12-17 06:09:00,EMP090,aws_ec2,WRITE
2024-12-23 17:39:00,EMP090,okta_apps,DELETE
2024-12-26 22:48:00,EMP091,confluence.wiki,READ
2024-12-03 14:58:00,EMP091,production-secrets,READ
2024-12-12 00:30:00,EMP091,aws_iam,EXECUTE
2024-12-15 04:52:00,EMP091,financial-records,DELETE
2024-12-23 10:11:00,EMP091,jira.projects,EXECUTE
2024-12-04 23:52:00,EMP091,ad_users,WRITE
2024-12-23 22:09:00,EMP091,aws_iam,WRITE
2024-12-05 04:13:00,EMP091,hr_database.salaries,READ
2024-12-26 22:48:00,EMP091,production-secrets,READ
2024-12-16 00:49:00,EMP091,aws_s3_bucket,LIST
2024-12-02 06:06:00,EMP091,ad_groups,MODIFY
2024-12-16 18:03:00,EMP091,jira.projects,READ
2024-12-10 01:04:00,EMP091,hr_database.employees,MODIFY
2024-12-04 03:50:00,EMP091,ad_users,DELETE
2024-12-07 18:57:00,EMP091,okta_apps,WRITE
2024-12-03 11:01:00,EMP091,ssl.certificates,WRITE
2024-12-12 18:22:00,EMP091,hr_database.employees,WRITE
2024-12-08 23:39:00,EMP091,jira.projects,DELETE
2024-12-27 02:06:00,EMP091,dns.internal,DELETE
2024-12-23 16:13:00,EMP091,ad_users,WRITE
2024-12-25 05:57:00,EMP091,hr_database.salaries,DELETE
2024-12-07 23:06:00,EMP091,ad_users,DELETE
2024-12-06 22:37:00,EMP092,financial-records,LIST
2024-12-27 03:11:00,EMP092,ssl.certificates,EXECUTE
2024-12-17 13:13:00,EMP092,customer-data,WRITE
2024-12-11 03:48:00,EMP092,production-secrets,READ
